date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2023-10-12,4 MARS,4,-1.2678549074205951,-0.947581201566896,0.011240909443238079,0.008901338341860965,-0.010013406376918513,-0.00042820059644309034
2023-10-13,4 MARS,4,-1.2589062890809894,-0.9575591740178665,0.010812291742848146,0.008995702963129152,-0.009942257034055683,-0.0004290241153864175
2023-10-14,4 MARS,4,-1.249863538738291,-0.9674655474938664,0.010382865653524476,0.009089599147910594,-0.009870208920289706,-0.00042981730617983743
2023-10-15,4 MARS,4,-1.2407271290459614,-0.9772994236991722,0.009952661596852597,0.009183018457081266,-0.009797263026549817,-0.00043057998267693456
2023-10-16,4 MARS,4,-1.2314975411199895,-0.9870599053632636,0.009521710180415643,0.00927595240524255,-0.009723420412562345,-0.0004313119590463009
2023-10-17,4 MARS,4,-1.222175264585101,-0.996746096310256,0.009090042197466508,0.009368392460865365,-0.009648682208116759,-0.0004320130497982907
2023-10-18,4 MARS,4,-1.2127607976208046,-1.0063571015296076,0.008657688626571458,0.009460330046460415,-0.009573049614350161,-0.0004326830698135032
2023-10-19,4 MARS,4,-1.2032546470072591,-1.0158920272481222,0.008224680631225556,0.009551756538774924,-0.0094965239050485,-0.00043332183437276746
2023-10-20,4 MARS,4,-1.19365732817093,-1.0253499810032565,0.00779104955943577,0.009642663269015935,-0.009419106427962893,-0.0004339291591885738
2023-10-21,4 MARS,4,-1.1839693652300045,-1.0347300717177568,0.0073568269432742195,0.00973304152310034,-0.009340798606139927,-0.000434504860437794
2023-10-22,4 MARS,4,-1.174191291039551,-1.044031409775626,0.006922044498395952,0.009822882541931744,-0.009261601939264959,-0.000435048754795627
2023-10-23,4 MARS,4,-1.1643236472363818,-1.0532531070994469,0.006486734123523297,0.009912177521704615,-0.009181518005017906,-0.0004355606594707304
2023-10-24,4 MARS,4,-1.1543669842836004,-1.0623942772290613,0.006050927899895087,0.010000917614235987,-0.009100548460442162,-0.00043604039224172993
2023-10-25,4 MARS,4,-1.1443218615148025,-1.0714540354016293,0.005614658090676405,0.010089093927321952,-0.009018695043323638,-0.00043648777149423194
2023-10-26,4 MARS,4,-1.1341888471779105,-1.0804314986330679,0.0051779571403340885,0.01017669752512433,-0.008935959573578586,-0.00043690261625917636
2023-10-27,4 MARS,4,-1.123968518478601,-1.089325785800886,0.004740857673970644,0.010263719428583527,-0.008852343954656772,-0.0004372847462523876
2023-10-28,4 MARS,4,-1.113661461623312,-1.0981360177284298,0.004303392496620151,0.010350150615859212,-0.008767850174952298,-0.0004376339819148721
2023-10-29,4 MARS,4,-1.1032682718617908,-1.1068613172705377,0.003865594592501076,0.01043598202279911,-0.008682480309224739,-0.0004379501444541122
2023-10-30,4 MARS,4,-1.0927895535291605,-1.1155008094006287,0.0034274971242300722,0.010521204543436165,-0.008596236520030281,-0.00043823305588635555
2023-10-31,4 MARS,4,-1.0822259200874764,-1.1240536212992207,0.002989133431990587,0.010605809030514363,-0.0085091210591625,-0.00043848253907988535
2023-11-01,4 MARS,4,-1.0715779941667394,-1.1325188824438994,0.002550537032659561,0.010689786296043547,-0.008421136269102528,-0.00043869841779922225
2023-11-02,4 MARS,4,-1.0608464076053428,-1.1408957247007374,0.002111741618887497,0.010773127111883595,-0.008332284584478144,-0.0004388805167502897
2023-11-03,4 MARS,4,-1.050031801489915,-1.14918328241718,0.00167278105813512,0.010855822210358374,-0.008242568533531537,-0.0004390286616264968
2023-11-04,4 MARS,4,-1.039134826194541,-1.1573806925164019,0.0012336893916616853,0.01093786228489992,-0.008151990739595313,-0.00043914267915575985
2023-11-05,4 MARS,4,-1.0281561414193154,-1.1654870945931437,0.0007945008334667714,0.01101923799072328,-0.008060553922576378,-0.0004392223971484317
2023-11-06,4 MARS,4,-1.0170964162282126,-1.173501631011036,0.000355249769183108,0.011099939945532574,-0.007968260900447265,-0.0004392676445461744
2023-11-07,4 MARS,4,-1.0059563290862295,-1.18142344700142,-8.402924507916465e-05,0.01117995873025869,-0.007875114590744546,-0.00043927825147172667
2023-11-08,4 MARS,4,-0.994736567895778,-1.1892516907636665,-0.0005233014839395866,0.011259284889829243,-0.007781118012073797,-0.0004392540492796186
2023-11-09,4 MARS,4,-0.9834378300322887,-1.1969855135670076,-0.0009625320540042059,0.011337908933971267,-0.007686274285620759,-0.0004391948706077989
2023-11-10,4 MARS,4,-0.9720608223789974,-1.204624069853878,-0.0014016858951760858,0.011415821338047229,-0.007590586636668149,-0.00043910054943019274
2023-11-11,4 MARS,4,-0.960606261360876,-1.2121665173447786,-0.0018407277820179924,0.011493012543924933,-0.007494058396117666,-0.00043897092111020494
2023-11-12,4 MARS,4,-0.9490748729776791,-1.2196120171446645,-0.0022796223251682624,0.011569472960881866,-0.007396693002016721,-0.00043880582245514827
